State,County,"MCO Name","Service Category","Number of Active Patients","Number of Eligible MCO Patients","Number of Providers","Percent Of Eligible Patients Receiving Services","Number of Services per Active Patient","Number of Active Patients per Provider","Calendar Year","Plan Category"
Michigan,Chippewa,"Northcare Network","Behavioral Health",328,"4,836",32,6.78%,23,11:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,Molina,"Behavioral Health",*,*,3,0.00%,,*,2021,Comprehensive MCO
Michigan,Chippewa,Meridian,"Behavioral Health",*,*,3,0.00%,,*,2021,Comprehensive MCO
Michigan,Chippewa,"Mclaren Hp","Behavioral Health",*,*,3,7.14%,9,*,2021,Comprehensive MCO
Michigan,Chippewa,"Macomb County Cmh Services","Behavioral Health",*,*,0,20.00%,14,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Lakeshore Regional Entity","Behavioral Health",*,*,2,25.00%,2,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,0,0.00%,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Cmh Partnership Of Southeast Michigan","Behavioral Health",*,*,1,0.00%,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,Bcbs,"Behavioral Health",*,*,2,16.67%,9,*,2021,Comprehensive MCO
Michigan,Chippewa,"Area Agency On Aging 1-B","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Chippewa,"Aetna Better Health","Behavioral Health",*,*,0,0.00%,,*,2021,Comprehensive MCO
Michigan,Chippewa,"Upper Peninsula Hp","Behavioral Health",263,"3,642",36,7.22%,8,8:01,2022,Comprehensive MCO
Michigan,Chippewa,"Upcap Area Agency On Aging","Behavioral Health",0,44,0,0.00%,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Chippewa,"United Healthcare","Behavioral Health",*,*,4,0.00%,,*,2022,Comprehensive MCO
Michigan,Chippewa,"Southwest Mi Behavioral Health","Behavioral Health",*,*,2,0.00%,,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Region 10","Behavioral Health",0,15,0,0.00%,,0,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Priority Health","Behavioral Health",*,*,6,0.00%,,*,2022,Comprehensive MCO
Michigan,Chippewa,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",*,*,2,9.09%,6,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Oakland County Cmh Authority","Behavioral Health",*,*,0,0.00%,,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Northern Michigan Regional Entity","Behavioral Health",*,*,1,14.29%,7,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Northcare Network","Behavioral Health",418,"5,981",33,6.99%,23,13:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,Molina,"Behavioral Health",*,*,4,0.00%,,*,2022,Comprehensive MCO
Michigan,Chippewa,Meridian,"Behavioral Health",*,*,5,20.83%,4,*,2022,Comprehensive MCO
Michigan,Chippewa,"Mclaren Hp","Behavioral Health",*,*,5,7.14%,2,*,2022,Comprehensive MCO
Michigan,Chippewa,"Macomb County Cmh Services","Behavioral Health",*,*,0,0.00%,,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Lakeshore Regional Entity","Behavioral Health",*,*,3,33.33%,1,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Hap Midwest Hp","Behavioral Health",*,*,0,0.00%,,*,2022,Comprehensive MCO
Michigan,Chippewa,"Detroit Wayne Behavioral Health Authority","Behavioral Health",0,17,0,0.00%,,0,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Cmh Partnership Of Southeast Michigan","Behavioral Health",*,*,0,11.11%,11,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,Bcbs,"Behavioral Health",*,*,2,0.00%,,*,2022,Comprehensive MCO
Michigan,Chippewa,"Area Agency On Aging 1-B","Behavioral Health",*,*,0,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Chippewa,"Aetna Better Health","Behavioral Health",*,*,0,0.00%,,*,2022,Comprehensive MCO
Michigan,Chippewa,"Upper Peninsula Hp","Behavioral Health",368,"4,518",31,8.15%,9,12:01,2023,Comprehensive MCO
Michigan,Chippewa,"Upcap Area Agency On Aging","Behavioral Health",0,58,0,0.00%,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Chippewa,"United Healthcare","Behavioral Health",*,*,5,8.33%,5,*,2023,Comprehensive MCO
Michigan,Chippewa,"Southwest Mi Behavioral Health","Behavioral Health",0,21,3,0.00%,,0,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Region 2- Area Agency On Aging","Behavioral Health",*,*,0,0.00%,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Chippewa,"Region 10","Behavioral Health",*,*,0,0.00%,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Priority Health","Behavioral Health",*,*,2,5.88%,5,*,2023,Comprehensive MCO
Michigan,Chippewa,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",*,*,2,12.28%,38,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Oakland County Cmh Authority","Behavioral Health",*,*,0,40.00%,24,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Northern Michigan Regional Entity","Behavioral Health",*,*,2,11.25%,12,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Northcare Network","Behavioral Health",613,"7,676",32,7.99%,24,20:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,Molina,"Behavioral Health",*,*,5,7.14%,1,*,2023,Comprehensive MCO
Michigan,Chippewa,Meridian,"Behavioral Health",*,*,6,7.69%,3,*,2023,Comprehensive MCO
Michigan,Chippewa,"Mclaren Hp","Behavioral Health",*,*,7,2.86%,13,*,2023,Comprehensive MCO
Michigan,Chippewa,"Macomb County Cmh Services","Behavioral Health",*,*,0,0.00%,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Lakeshore Regional Entity","Behavioral Health",*,*,3,10.00%,11,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Hap Midwest Hp","Behavioral Health",*,*,0,0.00%,,*,2023,Comprehensive MCO
Michigan,Chippewa,"Detroit Wayne Behavioral Health Authority","Behavioral Health",0,16,0,0.00%,,0,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Cmh Partnership Of Southeast Michigan","Behavioral Health",*,*,0,0.00%,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,Bcbs,"Behavioral Health",0,19,1,0.00%,,0,2023,Comprehensive MCO
Michigan,Chippewa,"Area Agency On Aging 1-B","Behavioral Health",*,*,0,0.00%,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Chippewa,"Upper Peninsula Hp","Behavioral Health",544,"5,885",39,9.24%,8,14:01,2024,Comprehensive MCO
Michigan,Chippewa,"Upcap Area Agency On Aging","Behavioral Health",0,84,0,0.00%,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Chippewa,"United Healthcare","Behavioral Health",*,*,4,5.00%,3,*,2024,Comprehensive MCO
Michigan,Chippewa,"Southwest Mi Behavioral Health","Behavioral Health",0,22,1,0.00%,,0,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Region 10","Behavioral Health",*,*,0,0.00%,,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Priority Health","Behavioral Health",*,*,3,6.25%,11,*,2024,Comprehensive MCO
Michigan,Chippewa,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",12,76,1,15.79%,13,12:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Oakland County Cmh Authority","Behavioral Health",*,*,0,13.33%,5,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Chippewa,"Northern Michigan Regional Entity","Behavioral Health",*,*,2,18.18%,7,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Northcare Network","Behavioral Health","1,041","9,740",31,10.69%,24,34:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,Molina,"Behavioral Health",0,28,6,0.00%,,0,2024,Comprehensive MCO
Michigan,Chippewa,Meridian,"Behavioral Health",*,*,8,10.00%,10,*,2024,Comprehensive MCO
Michigan,Chippewa,"Mclaren Hp","Behavioral Health",*,*,4,12.31%,11,*,2024,Comprehensive MCO
Michigan,Chippewa,"Macomb County Cmh Services","Behavioral Health",*,*,0,14.29%,4,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Lakeshore Regional Entity","Behavioral Health",*,*,2,12.12%,15,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Hap Midwest Hp","Behavioral Health",*,*,0,0.00%,,*,2024,Comprehensive MCO
Michigan,Chippewa,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,0,5.00%,2,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,"Cmh Partnership Of Southeast Michigan","Behavioral Health",*,*,0,11.11%,17,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Chippewa,Bcbs,"Behavioral Health",*,*,3,5.00%,1,*,2024,Comprehensive MCO
Michigan,Chippewa,"Area Agency On Aging 1-B","Behavioral Health",*,*,0,0.00%,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Chippewa,"Aetna Better Health","Behavioral Health",*,*,1,0.00%,,*,2024,Comprehensive MCO
Michigan,Clare,"Region 7 Area Agency On Aging","Behavioral Health",0,86,0,0.00%,,0,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Region 10","Behavioral Health",0,20,6,0.00%,,0,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Priority Health","Behavioral Health",*,*,15,0.00%,,*,2020,Comprehensive MCO
Michigan,Clare,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",412,"5,116",168,8.05%,21,3:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Oakland County Cmh Authority","Behavioral Health",*,*,2,25.00%,3,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,18,6.06%,5,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Northcare Network","Behavioral Health",*,*,6,20.00%,1,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,Molina,"Behavioral Health",54,"1,646",49,3.28%,7,2:01,2020,Comprehensive MCO
Michigan,Clare,"Southwest Mi Behavioral Health","Behavioral Health",*,*,2,10.00%,115,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,Meridian,"Behavioral Health",40,812,48,4.93%,9,1:02,2020,Comprehensive MCO
Michigan,Clare,"Mclaren Hp","Behavioral Health",43,"1,349",37,3.19%,11,2:01,2020,Comprehensive MCO
Michigan,Clare,"Macomb County Cmh Services","Behavioral Health",*,*,0,10.00%,4,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Lakeshore Regional Entity","Behavioral Health",*,*,17,5.88%,1,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Detroit Wayne Behavioral Health Authority","Behavioral Health",0,18,3,0.00%,,0,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Cmh Partnership Of Southeast Michigan","Behavioral Health",*,*,5,0.00%,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,Bcbs,"Behavioral Health",*,*,15,18.18%,2,*,2020,Comprehensive MCO
Michigan,Clare,"Aetna Better Health","Behavioral Health",*,*,3,0.00%,,*,2020,Comprehensive MCO
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,18,6.06%,5,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"A & D Home Health Care, Inc.","Behavioral Health",0,31,0,0.00%,,0,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"United Healthcare","Behavioral Health",*,*,25,2.34%,3,*,2020,Comprehensive MCO
Michigan,Clare,"Upper Peninsula Hp","Behavioral Health",*,*,2,0.00%,,*,2020,Comprehensive MCO
Michigan,Clare,"Total Health Care","Behavioral Health",*,*,0,0.00%,,*,2020,Comprehensive MCO
Michigan,Clare,"Upper Peninsula Hp","Behavioral Health",*,*,1,0.00%,,*,2021,Comprehensive MCO
Michigan,Clare,"United Healthcare","Behavioral Health",11,392,40,2.81%,8,1:04,2021,Comprehensive MCO
Michigan,Clare,"Southwest Mi Behavioral Health","Behavioral Health",*,*,1,11.11%,9,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Region 7 Area Agency On Aging","Behavioral Health",0,88,0,0.00%,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Region 10","Behavioral Health",0,23,5,0.00%,,0,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Priority Health","Behavioral Health",*,*,21,0.00%,,*,2021,Comprehensive MCO
Michigan,Clare,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",528,"6,225",167,8.48%,21,4:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Oakland County Cmh Authority","Behavioral Health",*,*,0,0.00%,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,15,11.43%,8,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,15,11.43%,8,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Northcare Network","Behavioral Health",*,*,6,25.00%,1,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,Molina,"Behavioral Health",58,"1,985",52,2.92%,10,2:01,2021,Comprehensive MCO
Michigan,Clare,Meridian,"Behavioral Health",39,976,79,4.00%,11,1:03,2021,Comprehensive MCO
Michigan,Clare,"Mclaren Hp","Behavioral Health",63,"1,716",45,3.67%,11,2:01,2021,Comprehensive MCO
Michigan,Clare,"Macomb County Cmh Services","Behavioral Health",*,*,2,11.11%,465,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Lakeshore Regional Entity","Behavioral Health",*,*,22,11.76%,69,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Hap Midwest Hp","Behavioral Health",*,*,3,0.00%,,*,2021,Comprehensive MCO
Michigan,Clare,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,3,0.00%,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Cmh Partnership Of Southeast Michigan","Behavioral Health",*,*,2,0.00%,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,Bcbs,"Behavioral Health",0,19,29,0.00%,,0,2021,Comprehensive MCO
Michigan,Clare,"Area Agency On Aging 1-B","Behavioral Health",*,*,0,0.00%,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Aetna Better Health","Behavioral Health",0,0,4,,,0,2021,Comprehensive MCO
Michigan,Clare,"A & D Home Health Care, Inc.","Behavioral Health",0,27,0,0.00%,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Southwest Mi Behavioral Health","Behavioral Health",*,*,4,18.75%,15,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Region 7 Area Agency On Aging","Behavioral Health",0,93,0,0.00%,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Region 10","Behavioral Health",*,*,4,17.95%,10,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Priority Health","Behavioral Health",*,*,34,0.00%,,*,2022,Comprehensive MCO
Michigan,Clare,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",618,"7,451",156,8.29%,24,4:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Oakland County Cmh Authority","Behavioral Health",*,*,1,11.11%,38,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,0,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",*,*,19,17.39%,3,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Northcare Network","Behavioral Health",*,*,7,0.00%,,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,Molina,"Behavioral Health",80,"2,273",71,3.52%,9,2:01,2022,Comprehensive MCO
Michigan,Clare,Meridian,"Behavioral Health",50,"1,201",81,4.16%,13,1:02,2022,Comprehensive MCO
Michigan,Clare,"Mclaren Hp","Behavioral Health",88,"2,076",64,4.24%,11,2:01,2022,Comprehensive MCO
Michigan,Clare,"Macomb County Cmh Services","Behavioral Health",*,*,1,8.33%,23,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Lakeshore Regional Entity","Behavioral Health",*,*,15,11.11%,19,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Hap Midwest Hp","Behavioral Health",*,*,2,0.00%,,*,2022,Comprehensive MCO
Michigan,Clare,"Detroit Wayne Behavioral Health Authority","Behavioral Health",*,*,2,3.45%,1,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Cmh Partnership Of Southeast Michigan","Behavioral Health",*,*,2,4.35%,5,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,Bcbs,"Behavioral Health",*,*,33,9.52%,21,*,2022,Comprehensive MCO
Michigan,Clare,"Area Agency On Aging 1-B","Behavioral Health",*,*,0,0.00%,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Aetna Better Health","Behavioral Health",*,*,1,0.00%,,*,2022,Comprehensive MCO
Michigan,Clare,"A & D Home Health Care, Inc.","Behavioral Health",0,30,0,0.00%,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"United Healthcare","Behavioral Health",14,433,56,3.23%,7,1:04,2022,Comprehensive MCO
Michigan,Clare,"Upper Peninsula Hp","Behavioral Health",*,*,3,0.00%,,*,2022,Comprehensive MCO
Michigan,Clare,"United Healthcare","Behavioral Health",16,577,52,2.77%,11,1:04,2023,Comprehensive MCO
Michigan,Clare,"Upper Peninsula Hp","Behavioral Health",*,*,2,0.00%,,*,2023,Comprehensive MCO
Michigan,Clare,"Southwest Mi Behavioral Health","Behavioral Health",*,*,3,21.43%,6,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Region 7 Area Agency On Aging","Behavioral Health",0,113,0,0.00%,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Clare,"Region 10","Behavioral Health",*,*,4,7.14%,19,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Priority Health","Behavioral Health",*,*,34,7.69%,12,*,2023,Comprehensive MCO
Michigan,Clare,"Pihp Mid-State Hlth Net Reg Entity","Behavioral Health",862,"9,449",142,9.12%,26,7:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Oakland County Cmh Authority","Behavioral Health",*,*,0,10.00%,4,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Northern Michigan Regional Entity","Behavioral Health",13,92,10,14.13%,4,2:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Northcare Network","Behavioral Health",*,*,3,25.00%,3,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,Molina,"Behavioral Health",119,"2,763",78,4.31%,9,2:01,2023,Comprehensive MCO
Michigan,Clare,Meridian,"Behavioral Health",85,"1,503",88,5.66%,12,1:02,2023,Comprehensive MCO
Michigan,Clare,"Mclaren Hp","Behavioral Health",144,"2,536",71,5.68%,11,3:01,2023,Comprehensive MCO
Michigan,Clare,"Macomb County Cmh Services","Behavioral Health",*,*,2,4.35%,14,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Clare,"Lakeshore Regional Entity","Behavioral Health",*,*,8,11.63%,14,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
